"item","num_strokes","radical","strokes","r_stroke","lexicality","level","CHRCount","logCHR","v1","v1_label"
"卖蔬",14,"十","横,竖,横撇/横钩,竖,横,竖,提,点,横,撇折,点,撇,竖,竖弯钩","横,竖",0,1,NA,NA,"",NA
"梵膺",17,"木","横,竖,撇,点,点,横,撇,撇,竖,撇,竖,点,横,横,横,竖,横","横,竖,撇,点",0,1,NA,NA,"",NA
"布炭",8,"巾","竖,竖折/竖弯,竖,横,撇,竖,横折钩,竖","竖,横折钩,竖",0,1,NA,NA,"",NA
"瞿嗣",15,"目","竖,横折,横,横,横,竖,横折钩,横,竖,竖,横折钩,横,竖,横折,横","竖,横折,横,横,横",0,1,NA,NA,"",NA
"嚣冁",19,"口","竖,横折,横,竖,横折,横,横,横,竖,横折,横,撇,横,竖,竖,横,竖提,撇,捺","竖,横折,横",0,1,NA,NA,"",NA
"瞿嚚",20,"目","竖,横折,横,横,横,竖,横折,横,横,竖,横折,横,竖,竖折/竖弯,竖,横折,横,竖,横折,横","竖,横折,横,横,横",0,1,NA,NA,"",NA
"矍嚣",20,"目","竖,横折,横,横,横,竖,横折,横,横,撇,竖,横折,撇,点,竖,横折,横,竖,横折,横","竖,横折,横,横,横",0,1,NA,NA,"",NA
"俎暹",13,"人","撇,点,撇,竖,点,横,横,横,竖,横,点,横折折撇,捺","撇,点",0,1,NA,NA,"",NA
"樊俎",11,"木","横,竖,撇,点,撇,点,竖,横折,横,横,横","横,竖,撇,点",0,1,NA,NA,"",NA
"琶前",11,"王","横,横,竖,横,点,撇,横,竖,横折钩,横,横","横,横,竖,横",0,1,NA,NA,"",NA
"右粼",11,"口","撇,横撇/横钩,点,横,撇折,竖,撇点,撇点,竖,横折,横","竖,横折,横",0,1,NA,NA,"",NA
"友繇",13,"又","撇,点,点,撇,撇,横,横,竖,竖折/竖弯,竖,撇,横撇/横钩,捺","横撇/横钩,捺",0,1,NA,NA,"",NA
"樊蒯",14,"木","横,竖,撇,点,撇,横折钩,横,横,撇,横折钩,横,横,竖,竖钩","横,竖,撇,点",0,1,NA,NA,"",NA
"眉羼",20,"目","横折,横,撇,点,撇,横,横,横,竖,点,撇,横,横,横,撇,竖,横折,横,横,横","竖,横折,横,横,横",0,1,NA,NA,"",NA
"蠹燚",18,"虫","点,撇,撇,点,点,撇,撇,点,点,撇,撇,捺,竖,横折,横,竖,横,点","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"商举",11,"口","点,撇,横,撇,捺,横,横,竖,竖,横折,横","竖,横折,横",0,1,NA,NA,"",NA
"同渠",11,"口","横,横折,横,竖折/竖弯,横,竖,撇,捺,竖,横折,横","竖,横折,横",0,1,NA,NA,"",NA
"瑟楚",13,"王","横,横,竖,横,横,竖,撇,点,横撇/横钩,竖,横,撇,捺","横,横,竖,横",0,1,NA,NA,"",NA
"暹嘉",15,"日","竖,横折,横,横,横,竖,横,竖,横折,横,点,撇,横,横折钩,撇","竖,横折,横,横",0,1,NA,NA,"",NA
"外猾",12,"夕","撇,横撇/横钩,点,竖,横折,横折,点,横撇/横钩,竖,横折钩,横,横","撇,横撇/横钩,点",0,1,NA,NA,"",NA
"散鹘",13,"攵","竖,横折,横折,点,横撇/横钩,竖,横折钩,横,横,撇,横,撇,捺","撇,横,撇,捺",0,1,NA,NA,"",NA
"曼蓇",13,"曰","竖,横折,横,横,竖,横折,横折,点,横撇/横钩,竖,横折钩,横,横","竖,横折,横,横",0,1,NA,NA,"",NA
"轵馉",13,"车","横,撇折,竖,提,竖,横折,横折,点,横撇/横钩,竖,横折钩,横,横","横,撇折,竖,提",0,1,NA,NA,"",NA
"坜陌",9,"土","横,竖,提,横,撇,竖,横折,横,横","横,竖,提",0,1,NA,NA,"",NA
"陞谶",19,"阝","横折折折钩/横撇弯钩,竖,撇,点,撇,点,横,竖,横,横,横,竖,横,横,横,提,斜钩,撇,点","横折折折钩/横撇弯钩,竖",0,1,NA,NA,"",NA
"蜘孅",23,"虫","竖,横折,横,竖,横,点,撇,点,撇,点,横,竖,横,横,横,竖,横,横,横,提,斜钩,撇,点","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"霁箔",16,"雨","横,点,横撇/横钩,竖,点,点,点,点,点,点,提,撇,竖,横折,横,横","横,点,横撇/横钩,竖,点,点,点,点",0,1,NA,NA,"",NA
"窨范",10,"穴","点,点,横撇/横钩,撇,点,点,点,提,横折钩,竖弯钩","点,点,横撇/横钩,撇,点",0,1,NA,NA,"",NA
"𬨂榫",14,"车","横,撇折,竖,提,撇,竖,点,横,横,横,竖,横,横,竖","横,撇折,竖,提",0,1,NA,NA,"",NA
"尬飕",12,"尢","横,撇,竖弯钩,撇,竖,横,横折,横,横,竖,横撇/横钩,点","横,撇,竖弯钩",0,1,NA,NA,"",NA
"骦耰",18,"马","横折,竖折折钩,提,横,撇,竖,横折,横,横,点,横撇/横钩,点,斜钩,点,点,撇,横撇/横钩,捺","横折,竖折折钩,提",0,1,NA,NA,"",NA
"躐缫",18,"足","竖,横折,横,竖,横,竖,提,撇点,撇点,撇点,竖,横折,横,横,横,竖,撇,捺","竖,横折,横,竖,横,竖,提",0,1,NA,NA,"",NA
"罶巍",22,"罒","竖,横折,竖,竖,横,撇,横,竖,撇,点,撇点,撇,横,撇,竖,横折,横,横,撇,竖弯钩,撇折,点","竖,横折,竖,竖,横",0,1,NA,NA,"",NA
"谶磔",12,"讠","点,横折提,撇,横撇/横钩,点,横,撇折,竖,横,竖,撇,捺","点,横折提",0,1,NA,NA,"",NA
"蜘隆",15,"虫","竖,横折,横,竖,横,点,撇,横撇/横钩,捺,横,撇,横,横,竖,横","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"熹曹",11,"灬","横,竖,横折,横,竖,竖,横,点,点,点,点","点,点,点,点",0,1,NA,NA,"",NA
"寝蔀",13,"宀","点,点,横撇/横钩,点,横,点,撇,横,竖,横折,横,横折折折钩/横撇弯钩,竖","点,点,横撇/横钩",0,1,NA,NA,"",NA
"翟茽",12,"羽","横折,点,提,横折,点,提,撇,竖,竖,横折,横,竖","横折,点,提,横折,点,提",0,1,NA,NA,"",NA
"仇嵊",12,"亻","撇,竖,撇,横,竖,竖,横,提,撇,竖弯钩,撇,捺","撇,竖",0,1,NA,NA,"",NA
"咎焘",10,"口","横,横,横,撇,横,竖钩,点,竖,横折,横","竖,横折,横",0,1,NA,NA,"",NA
"雉视",12,"隹","点,横撇/横钩,竖,点,撇,竖,点,横,横,横,竖,横","撇,竖,点,横,横,横,竖,横",0,1,NA,NA,"",NA
"莿寄",11,"艹","横,竖,竖,横,撇,点,横,竖,横折,横,竖钩","横,竖,竖",0,1,NA,NA,"",NA
"蹙桑",13,"足","横撇/横钩,点,横撇/横钩,点,横撇/横钩,点,竖,横折,横,竖,横,撇,捺","竖,横折,横,竖,横,撇,捺",0,1,NA,NA,"",NA
"蛰盈",10,"虫","横折折折钩/横撇弯钩,撇,横撇/横钩,点,竖,横折,横,竖,横,点","竖,横折,横,竖,横,点",0,1,NA,NA,"",NA
"崶薹",17,"山","竖,竖折/竖弯,竖,横,竖,横,竖,横折,横,点,横撇/横钩,横,撇折,点,横,竖,横","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"敏以",6,"攵","竖提,点,撇,横,撇,捺","撇,横,撇,捺",0,1,NA,NA,"",NA
"刺鄹",16,"刂","横,竖,竖,横,横,提,横撇/横钩,点,撇,竖,撇,撇,撇,点,竖,竖钩","竖,竖钩",0,1,NA,NA,"",NA
"斩靖",9,"斤","点,横,点,撇,提,撇,撇,横,竖","撇,撇,横,竖",0,1,NA,NA,"",NA
"料雉",9,"斗","撇,横,横,撇,点,点,点,横,竖","点,点,横,竖",0,1,NA,NA,"",NA
"惠奚",11,"心","撇,点,点,撇,撇折,撇折,点,点,斜钩,点,点","点,斜钩,点,点",0,1,NA,NA,"",NA
"畜甯",12,"田","点,点,横撇/横钩,点,斜钩,点,点,竖,横折,横,竖,横","竖,横折,横,竖,横",0,1,NA,NA,"",NA
"铀馉",14,"钅","撇,横,横,横,竖提,竖,横折,横折,点,横撇/横钩,竖,横折钩,横,横","撇,横,横,横,竖提",0,1,NA,NA,"",NA
"欢料",10,"欠","点,撇,横,竖,撇,点,撇,横撇/横钩,撇,捺","撇,横撇/横钩,撇,捺",0,1,NA,NA,"",NA
"枰倔",12,"木","横,竖,撇,点,横折,横,撇,竖折/竖弯,竖,竖,竖折/竖弯,竖","横,竖,撇,点",0,1,NA,NA,"",NA
"铙佛",10,"钅","撇,横,横,横,竖提,横折,横,竖折折钩,撇,竖","撇,横,横,横,竖提",0,1,NA,NA,"",NA
"锨冯",8,"钅","撇,横,横,横,竖提,横折,竖折折钩,横","撇,横,横,横,竖提",0,1,NA,NA,"",NA
"锳决",9,"钅","撇,横,横,横,竖提,横折,横,撇,捺","撇,横,横,横,竖提",0,1,NA,NA,"",NA
"鿏啸",13,"钅","撇,横,横,横,竖提,横折,横,横,竖,撇,竖,撇,点","撇,横,横,横,竖提",0,1,NA,NA,"",NA
"钡圮",8,"钅","撇,横,横,横,竖提,横折,横,竖弯钩","撇,横,横,横,竖提",0,1,NA,NA,"",NA
"𬭸墀",17,"钅","撇,横,横,横,竖提,横折,横,撇,竖,点,提,撇,点,撇,横,横,竖","撇,横,横,横,竖提",0,1,NA,NA,"",NA
"𨱑律",11,"钅","撇,横,横,横,竖提,横折,横,横,横,横,竖","撇,横,横,横,竖提",0,1,NA,NA,"",NA
"铕捃",12,"钅","撇,横,横,横,竖提,横折,横,横,撇,竖,横折,横","撇,横,横,横,竖提",0,1,NA,NA,"",NA
"镓撰",17,"钅","撇,横,横,横,竖提,横折,横,竖弯钩,横折,横,竖弯钩,横,竖,竖,横,撇,点","撇,横,横,横,竖提",0,1,NA,NA,"",NA
"锛擢",19,"钅","撇,横,横,横,竖提,横折,点,提,横折,点,提,撇,竖,点,横,横,横,竖,横","撇,横,横,横,竖提",0,1,NA,NA,"",NA
"𬭤浔",11,"钅","撇,横,横,横,竖提,横折,横,横,横,竖钩,点","撇,横,横,横,竖提",0,1,NA,NA,"",NA
"𬭎潺",17,"钅","撇,横,横,横,竖提,横折,横,撇,横撇/横钩,竖钩,横,横撇/横钩,竖钩,提,横撇/横钩,竖钩,横","撇,横,横,横,竖提",0,1,NA,NA,"",NA
"锛烬",11,"钅","撇,横,横,横,竖提,横折,横,撇,捺,点,点","撇,横,横,横,竖提",0,1,NA,NA,"",NA
"锄熠",16,"钅","撇,横,横,横,竖提,横折,点,提,横折,点,提,撇,竖,横折,横,横","撇,横,横,横,竖提",0,1,NA,NA,"",NA
"𦈡伲",8,"纟","撇折,撇折,提,横折,横,撇,撇,竖弯钩","撇折,撇折,提",0,1,NA,NA,"",NA
"缴健",11,"纟","撇折,撇折,提,横折,横,横,横,横,竖,横折折撇,捺","撇折,撇折,提",0,1,NA,NA,"",NA
"𬙊僻",16,"纟","撇折,撇折,提,横折,横,撇,竖,横折,横,点,横,点,撇,横,横,竖","撇折,撇折,提",0,1,NA,NA,"",NA
"琟佛",9,"王","横,横,竖,提,横折,横,竖折折钩,撇,竖","横,横,竖,提",0,1,NA,NA,"",NA
"瑭僻",17,"王","横,横,竖,提,横折,横,撇,竖,横折,横,点,横,点,撇,横,横,竖","横,横,竖,提",0,1,NA,NA,"",NA
"璘喔",13,"王","横,横,竖,提,横折,横,撇,横,撇折,点,横,竖,横","横,横,竖,提",0,1,NA,NA,"",NA
"珂搦",14,"王","横,横,竖,提,横折,横,竖折折钩,点,提,横折,横,竖折折钩,点,提","横,横,竖,提",0,1,NA,NA,"",NA
"埠喔",12,"土","横,竖,提,横折,横,撇,横,撇折,点,横,竖,横","横,竖,提",0,1,NA,NA,"",NA
"坛妞",7,"土","横,竖,提,横折,竖,横,横","横,竖,提",0,1,NA,NA,"",NA
"训伲",7,"讠","点,横折提,横折,横,撇,撇,竖弯钩","点,横折提",0,1,NA,NA,"",NA
"谦僻",15,"讠","点,横折提,横折,横,撇,竖,横折,横,点,横,点,撇,横,横,竖","点,横折提",0,1,NA,NA,"",NA
"认冯",5,"讠","点,横折提,横折,竖折折钩,横","点,横折提",0,1,NA,NA,"",NA
"询吧",6,"讠","点,横折提,横折,竖,横,竖弯钩","点,横折提",0,1,NA,NA,"",NA
"诤埭",10,"讠","点,横折提,横折,横,横,竖钩,点,提,撇,捺","点,横折提",0,1,NA,NA,"",NA
"惜倨",11,"忄","点,点,竖,横折,横,撇,横,竖,竖,横折,横","点,点,竖",0,1,NA,NA,"",NA
"惨僻",16,"忄","点,点,竖,横折,横,撇,竖,横折,横,点,横,点,撇,横,横,竖","点,点,竖",0,1,NA,NA,"",NA
"惭埭",11,"忄","点,点,竖,横折,横,横,竖钩,点,提,撇,捺","点,点,竖",0,1,NA,NA,"",NA
"悢媚",12,"忄","点,点,竖,横折,竖,横,撇,竖,横折,横,横,横","点,点,竖",0,1,NA,NA,"",NA
"媛僻",16,"女","撇点,撇,横,横折,横,撇,竖,横折,横,点,横,点,撇,横,横,竖","撇点,撇,横",0,1,NA,NA,"",NA
"碲倨",13,"石","横,撇,竖,横折,横,横折,横,撇,横,竖,竖,横折,横","横,撇,竖,横折,横",0,1,NA,NA,"",NA
"矼妞",9,"石","横,撇,竖,横折,横,横折,竖,横,横","横,撇,竖,横折,横",0,1,NA,NA,"",NA
"硚岷",10,"石","横,撇,竖,横折,横,横折,横,竖提,横,斜钩","横,撇,竖,横折,横",0,1,NA,NA,"",NA
"砖捃",12,"石","横,撇,竖,横折,横,横折,横,横,撇,竖,横折,横","横,撇,竖,横折,横",0,1,NA,NA,"",NA
"爚僻",17,"火","点,撇,撇,点,横折,横,撇,竖,横折,横,点,横,点,撇,横,横,竖","点,撇,撇,点",0,1,NA,NA,"",NA
"焗冯",7,"火","点,撇,撇,点,横折,竖折折钩,横","点,撇,撇,点",0,1,NA,NA,"",NA
"鲹僻",21,"鱼","撇,横撇/横钩,竖,横折,横,竖,横,提,横折,横,撇,竖,横折,横,点,横,点,撇,横,横,竖","撇,横撇/横钩,竖,横折,横,竖,横,提",0,1,NA,NA,"",NA
"胯僻",17,"月","撇,横折钩,横,横,横折,横,撇,竖,横折,横,点,横,点,撇,横,横,竖","撇,横折钩,横,横",0,1,NA,NA,"",NA
"䏲埭",12,"月","撇,横折钩,横,横,横折,横,横,竖钩,点,提,撇,捺","撇,横折钩,横,横",0,1,NA,NA,"",NA
"脂妞",8,"月","撇,横折钩,横,横,横折,竖,横,横","撇,横折钩,横,横",0,1,NA,NA,"",NA
"膳岷",9,"月","撇,横折钩,横,横,横折,横,竖提,横,斜钩","撇,横折钩,横,横",0,1,NA,NA,"",NA
"脟捃",11,"月","撇,横折钩,横,横,横折,横,横,撇,竖,横折,横","撇,横折钩,横,横",0,1,NA,NA,"",NA
"膀擢",18,"月","撇,横折钩,横,横,横折,点,提,横折,点,提,撇,竖,点,横,横,横,竖,横","撇,横折钩,横,横",0,1,NA,NA,"",NA
"䏝浔",10,"月","撇,横折钩,横,横,横折,横,横,横,竖钩,点","撇,横折钩,横,横",0,1,NA,NA,"",NA
"肝熠",15,"月","撇,横折钩,横,横,横折,点,提,横折,点,提,撇,竖,横折,横,横","撇,横折钩,横,横",0,1,NA,NA,"",NA
"胆躬",7,"月","撇,横折钩,横,横,横折,横,竖折折钩","撇,横折钩,横,横",0,1,NA,NA,"",NA
"臑鳚",15,"月","撇,横折钩,横,横,横折,横,撇,横,横,竖钩,撇,点,横,竖钩,点","撇,横折钩,横,横",0,1,NA,NA,"",NA
"胪仍",6,"月","撇,横折钩,横,横,横折折折钩/横撇弯钩,撇","撇,横折钩,横,横",0,1,NA,NA,"",NA
"胂椭",12,"月","撇,横折钩,横,横,横折折折钩/横撇弯钩,竖,横,撇,竖,横折钩,横,横","撇,横折钩,横,横",0,1,NA,NA,"",NA
"胺漋",15,"月","撇,横折钩,横,横,横折折折钩/横撇弯钩,竖,撇,横撇/横钩,捺,横,撇,横,横,竖,横","撇,横折钩,横,横",0,1,NA,NA,"",NA
"膀仗",7,"月","撇,横折钩,横,横,横,撇,捺","撇,横折钩,横,横",0,1,NA,NA,"",NA
"脏伍",8,"月","撇,横折钩,横,横,横,竖,横折,横","撇,横折钩,横,横",0,1,NA,NA,"",NA
"腧伐",8,"月","撇,横折钩,横,横,横,斜钩,撇,点","撇,横折钩,横,横",0,1,NA,NA,"",NA
"脿休",8,"月","撇,横折钩,横,横,横,竖,撇,捺","撇,横折钩,横,横",0,1,NA,NA,"",NA
"䏡伛",8,"月","撇,横折钩,横,横,横,撇,点,竖折/竖弯","撇,横折钩,横,横",0,1,NA,NA,"",NA
"臊伟",8,"月","撇,横折钩,横,横,横,横,横折钩,竖","撇,横折钩,横,横",0,1,NA,NA,"",NA
"胺伢",8,"月","撇,横折钩,横,横,横,撇折,竖钩,撇","撇,横折钩,横,横",0,1,NA,NA,"",NA
"膀佑",9,"月","撇,横折钩,横,横,横,撇,竖,横折,横","撇,横折钩,横,横",0,1,NA,NA,"",NA
"胯体",9,"月","撇,横折钩,横,横,横,竖,撇,捺,横","撇,横折钩,横,横",0,1,NA,NA,"",NA
"膦佬",10,"月","撇,横折钩,横,横,横,竖,横,撇,撇,竖弯钩","撇,横折钩,横,横",0,1,NA,NA,"",NA
"脯佰",10,"月","撇,横折钩,横,横,横,撇,竖,横折,横,横","撇,横折钩,横,横",0,1,NA,NA,"",NA
"邶鸮",7,"阝","竖,横折,横,横,竖折折钩,横折折折钩/横撇弯钩,竖","横折折折钩/横撇弯钩,竖",0,1,NA,NA,"",NA
"邛次",4,"阝","点,提,横折折折钩/横撇弯钩,竖","横折折折钩/横撇弯钩,竖",0,1,NA,NA,"",NA
"邹刖",6,"阝","撇,横折钩,横,横,横折折折钩/横撇弯钩,竖","横折折折钩/横撇弯钩,竖",0,1,NA,NA,"",NA
"𨙸削",9,"阝","竖,点,撇,竖,横折钩,横,横,横折折折钩/横撇弯钩,竖","横折折折钩/横撇弯钩,竖",0,1,NA,NA,"",NA
"郑副",11,"阝","横,竖,横折,横,竖,横折,横,竖,横,横折折折钩/横撇弯钩,竖","横折折折钩/横撇弯钩,竖",0,1,NA,NA,"",NA
"邛卟",5,"阝","竖,横折,横,横折折折钩/横撇弯钩,竖","横折折折钩/横撇弯钩,竖",0,1,NA,NA,"",NA
"郚戳",16,"阝","横折,点,提,横折,点,提,撇,竖,点,横,横,横,竖,横,横折折折钩/横撇弯钩,竖","横折折折钩/横撇弯钩,竖",0,1,NA,NA,"",NA
"犹决",7,"犭","撇,弯钩,撇,横折,横,撇,捺","撇,弯钩,撇",0,1,NA,NA,"",NA
"狺吧",7,"犭","撇,弯钩,撇,横折,竖,横,竖弯钩","撇,弯钩,撇",0,1,NA,NA,"",NA
"狃圮",6,"犭","撇,弯钩,撇,横折,横,竖弯钩","撇,弯钩,撇",0,1,NA,NA,"",NA
"屾妞",7,"山","竖,竖折/竖弯,竖,横折,竖,横,横","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"崞浔",9,"山","竖,竖折/竖弯,竖,横折,横,横,横,竖钩,点","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"峋仪",6,"山","竖,竖折/竖弯,竖,点,撇,捺","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"峡仿",7,"山","竖,竖折/竖弯,竖,点,横,横折钩,撇","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"岈伪",7,"山","竖,竖折/竖弯,竖,点,撇,横折钩,点","竖,竖折/竖弯,竖",0,1,NA,NA,"",NA
"褶吧",9,"衤","点,横撇/横钩,竖,撇,点,横折,竖,横,竖弯钩","点,横撇/横钩,竖,撇,点",0,1,NA,NA,"",NA
"衲圮",8,"衤","点,横撇/横钩,竖,撇,点,横折,横,竖弯钩","点,横撇/横钩,竖,撇,点",0,1,NA,NA,"",NA
"曜决",8,"日","竖,横折,横,横,横折,横,撇,捺","竖,横折,横,横",0,1,NA,NA,"",NA
"晡吧",8,"日","竖,横折,横,横,横折,竖,横,竖弯钩","竖,横折,横,横",0,1,NA,NA,"",NA
"晖哏",10,"日","竖,横折,横,横,横折,横,横,竖提,撇,捺","竖,横折,横,横",0,1,NA,NA,"",NA
"昡圮",7,"日","竖,横折,横,横,横折,横,竖弯钩","竖,横折,横,横",0,1,NA,NA,"",NA
"曈埭",12,"日","竖,横折,横,横,横折,横,横,竖钩,点,提,撇,捺","竖,横折,横,横",0,1,NA,NA,"",NA
"晙嫪",15,"日","竖,横折,横,横,横折,点,提,横折,点,提,撇,捺,撇,撇,撇","竖,横折,横,横",0,1,NA,NA,"",NA
"昽岷",9,"日","竖,横折,横,横,横折,横,竖提,横,斜钩","竖,横折,横,横",0,1,NA,NA,"",NA
"轨吧",8,"车","横,撇折,竖,提,横折,竖,横,竖弯钩","横,撇折,竖,提",0,1,NA,NA,"",NA
"眦吧",9,"目","竖,横折,横,横,横,横折,竖,横,竖弯钩","竖,横折,横,横,横",0,1,NA,NA,"",NA
"眙圮",8,"目","竖,横折,横,横,横,横折,横,竖弯钩","竖,横折,横,横,横",0,1,NA,NA,"",NA
"瞅嫪",16,"目","竖,横折,横,横,横,横折,点,提,横折,点,提,撇,捺,撇,撇,撇","竖,横折,横,横,横",0,1,NA,NA,"",NA
"盷捃",12,"目","竖,横折,横,横,横,横折,横,横,撇,竖,横折,横","竖,横折,横,横,横",0,1,NA,NA,"",NA
"眄糨",17,"目","竖,横折,横,横,横,横折,横,竖折折钩,竖,横折,横,竖,横折,横,竖,横,点","竖,横折,横,横,横",0,1,NA,NA,"",NA
"眇鳚",16,"目","竖,横折,横,横,横,横折,横,撇,横,横,竖钩,撇,点,横,竖钩,点","竖,横折,横,横,横",0,1,NA,NA,"",NA
"眙仁",7,"目","竖,横折,横,横,横,横,横","竖,横折,横,横,横",0,1,NA,NA,"",NA
"刺鄂",11,"刂","竖,横折,横,竖,横折,横,横,横,竖折折钩,竖,竖钩","竖,竖钩",0,1,NA,NA,"",NA
"劄鄠",13,"刂","横,点,横撇/横钩,竖,点,点,点,点,横,横,竖折折钩,竖,竖钩","竖,竖钩",0,1,NA,NA,"",NA
"刎乳",9,"刂","撇,点,点,撇,横撇/横钩,竖钩,提,竖,竖钩","竖,竖钩",0,1,NA,NA,"",NA
"剅功",5,"刂","横,竖,提,竖,竖钩","竖,竖钩",0,1,NA,NA,"",NA
"刎敦",10,"刂","点,横,竖,横折,横,横撇/横钩,竖钩,提,竖,竖钩","竖,竖钩",0,1,NA,NA,"",NA
"剅玫",6,"刂","横,横,竖,提,竖,竖钩","竖,竖钩",0,1,NA,NA,"",NA
"刚甄",11,"刂","横,竖,横折,竖,竖,横,横,竖,提,竖,竖钩","竖,竖钩",0,1,NA,NA,"",NA
"醉吧",11,"酉","横,竖,横折,撇,竖折/竖弯,横,横,横折,竖,横,竖弯钩","横,竖,横折,撇,竖折/竖弯,横,横",0,1,NA,NA,"",NA
"醴哏",13,"酉","横,竖,横折,撇,竖折/竖弯,横,横,横折,横,横,竖提,撇,捺","横,竖,横折,撇,竖折/竖弯,横,横",0,1,NA,NA,"",NA
"酰岷",12,"酉","横,竖,横折,撇,竖折/竖弯,横,横,横折,横,竖提,横,斜钩","横,竖,横折,撇,竖折/竖弯,横,横",0,1,NA,NA,"",NA
"酹糨",19,"酉","横,竖,横折,撇,竖折/竖弯,横,横,横折,横,竖折折钩,竖,横折,横,竖,横折,横,竖,横,点","横,竖,横折,撇,竖折/竖弯,横,横",0,1,NA,NA,"",NA
"醪鳚",18,"酉","横,竖,横折,撇,竖折/竖弯,横,横,横折,横,撇,横,横,竖钩,撇,点,横,竖钩,点","横,竖,横折,撇,竖折/竖弯,横,横",0,1,NA,NA,"",NA
"醨什",9,"酉","横,竖,横折,撇,竖折/竖弯,横,横,横,竖","横,竖,横折,撇,竖折/竖弯,横,横",0,1,NA,NA,"",NA
"醅仕",10,"酉","横,竖,横折,撇,竖折/竖弯,横,横,横,竖,横","横,竖,横折,撇,竖折/竖弯,横,横",0,1,NA,NA,"",NA
"醪仗",10,"酉","横,竖,横折,撇,竖折/竖弯,横,横,横,撇,捺","横,竖,横折,撇,竖折/竖弯,横,横",0,1,NA,NA,"",NA
"祛吧",8,"礻","点,横撇/横钩,竖,点,横折,竖,横,竖弯钩","点,横撇/横钩,竖,点",0,1,NA,NA,"",NA
"祃哏",10,"礻","点,横撇/横钩,竖,点,横折,横,横,竖提,撇,捺","点,横撇/横钩,竖,点",0,1,NA,NA,"",NA
"祊嫪",15,"礻","点,横撇/横钩,竖,点,横折,点,提,横折,点,提,撇,捺,撇,撇,撇","点,横撇/横钩,竖,点",0,1,NA,NA,"",NA
"径吧",7,"彳","撇,撇,竖,横折,竖,横,竖弯钩","撇,撇,竖",0,1,NA,NA,"",NA
"赐吧",8,"贝","竖,横折,撇,点,横折,竖,横,竖弯钩","竖,横折,撇,点",0,1,NA,NA,"",NA
"贶哏",10,"贝","竖,横折,撇,点,横折,横,横,竖提,撇,捺","竖,横折,撇,点",0,1,NA,NA,"",NA
"赗圮",7,"贝","竖,横折,撇,点,横折,横,竖弯钩","竖,横折,撇,点",0,1,NA,NA,"",NA
"航哏",12,"舟","撇,撇,横折钩,点,横,点,横折,横,横,竖提,撇,捺","撇,撇,横折钩,点,横,点",0,1,NA,NA,"",NA
"艏圮",9,"舟","撇,撇,横折钩,点,横,点,横折,横,竖弯钩","撇,撇,横折钩,点,横,点",0,1,NA,NA,"",NA
"艨嫪",17,"舟","撇,撇,横折钩,点,横,点,横折,点,提,横折,点,提,撇,捺,撇,撇,撇","撇,撇,横折钩,点,横,点",0,1,NA,NA,"",NA
"艘伪",10,"舟","撇,撇,横折钩,点,横,点,点,撇,横折钩,点","撇,撇,横折钩,点,横,点",0,1,NA,NA,"",NA
"舣伫",10,"舟","撇,撇,横折钩,点,横,点,点,点,横撇/横钩,横","撇,撇,横折钩,点,横,点",0,1,NA,NA,"",NA
"冶哏",8,"冫","点,提,横折,横,横,竖提,撇,捺","点,提",0,1,NA,NA,"",NA
"冶圮",5,"冫","点,提,横折,横,竖弯钩","点,提",0,1,NA,NA,"",NA
"劲到",8,"力","横,撇折,点,横,竖,提,横折钩,撇","横折钩,撇",0,1,NA,NA,"",NA
"耠哏",12,"耒","横,横,横,竖,撇,点,横折,横,横,竖提,撇,捺","横,横,横,竖,撇,点",0,1,NA,NA,"",NA
"畈哏",11,"田","竖,横折,横,竖,横,横折,横,横,竖提,撇,捺","竖,横折,横,竖,横",0,1,NA,NA,"",NA
"款卦",10,"欠","横,竖,横,横,竖,提,撇,横撇/横钩,撇,捺","撇,横撇/横钩,撇,捺",0,1,NA,NA,"",NA
"欧玫",8,"欠","横,横,竖,提,撇,横撇/横钩,撇,捺","撇,横撇/横钩,撇,捺",0,1,NA,NA,"",NA
"歆皲",10,"欠","点,横撇/横钩,横,撇折,竖,提,撇,横撇/横钩,撇,捺","撇,横撇/横钩,撇,捺",0,1,NA,NA,"",NA
"翃甄",15,"羽","横,竖,横折,竖,竖,横,横,竖,提,横折钩,点,提,横折钩,点,提","横折钩,点,提,横折钩,点,提",0,1,NA,NA,"",NA
"貔他",10,"豸","撇,点,点,撇,弯钩,撇,撇,横折钩,竖,竖弯钩","撇,点,点,撇,弯钩,撇,撇",0,1,NA,NA,"",NA
"皓仿",9,"白","撇,竖,横折,横,横,点,横,横折钩,撇","撇,竖,横折,横,横",0,1,NA,NA,"",NA
"皤伉",9,"白","撇,竖,横折,横,横,点,横,撇,横折弯钩/横斜钩","撇,竖,横折,横,横",0,1,NA,NA,"",NA
