id,word,lexicality,N,RT,RTSD,zRT,zRTSD,ERR,length,tstroke,wfreq,wfreq/mil,cd,C1stroke,C2stroke,C3stroke,C4stroke,C1nwf,C2nwf,C3nwf,C4nwf,C1cf,C2cf,C3cf,C4cf,C1nom,C2nom,C3nom,C4nom,C1nop,C2nop,C3nop,C4nop,C1pr1,C1pr2,C1pr3,C1pr4,C1pr5,C2pr1,C2pr2,C2pr3,C2pr4,C2pr5,C3pr1,C3pr2,C3pr3,C3pr4,C3pr5,C4pr1,C4pr2,C4pr3,C4pr4,C4pr5
100149,佳,1,40,716.45,199.81,-0.402,0.692,0.00,1,8,444,13.24,359,8,,,,21,,,,2309,,,,1,,,,1,,,,jiā,,,,,,,,,,,,,,,,,,,
100150,使,1,40,668.82,173.43,-0.569,0.513,2.44,1,8,4915,146.51,2531,8,,,,50,,,,16913,,,,5,,,,1,,,,shǐ,,,,,,,,,,,,,,,,,,,
100151,侄,1,39,821.22,281.56,-0.023,0.877,2.50,1,8,5,0.15,5,8,,,,8,,,,785,,,,1,,,,1,,,,zhí,,,,,,,,,,,,,,,,,,,
100152,侈,1,31,1058.38,362.11,0.622,0.990,20.51,1,8,1,0.03,1,8,,,,2,,,,179,,,,3,,,,1,,,,chǐ,,,,,,,,,,,,,,,,,,,
100153,依,1,38,877.63,412.69,0.096,1.259,5.00,1,8,465,13.86,282,8,,,,37,,,,3656,,,,4,,,,1,,,,yī,,,,,,,,,,,,,,,,,,,
100154,具,1,39,730.65,239.53,-0.385,0.819,2.50,1,8,1724,51.39,1045,8,,,,63,,,,8138,,,,5,,,,1,,,,jù,,,,,,,,,,,,,,,,,,,
100155,冽,1,26,921.07,298.00,0.408,1.043,36.59,1,8,2,0.06,2,8,,,,1,,,,11,,,,1,,,,1,,,,liè,,,,,,,,,,,,,,,,,,,
100156,刮,1,39,801.05,315.36,-0.060,1.079,4.88,1,8,750,22.36,512,8,,,,9,,,,920,,,,4,,,,1,,,,guā,,,,,,,,,,,,,,,,,,,
100157,卑,1,37,816.29,226.81,-0.097,0.696,7.50,1,8,82,2.44,71,8,,,,12,,,,1014,,,,2,,,,1,,,,bēi,,,,,,,,,,,,,,,,,,,
100158,卷,1,42,719.78,305.45,-0.419,0.859,0.00,1,8,1464,43.64,953,8,,,,44,,,,3334,,,,7,,,,2,,,,juàn,juǎn,,,,,,,,,,,,,,,,,,
100159,变,1,42,695.51,211.51,-0.544,0.599,0.00,1,8,10580,315.38,4291,8,,,,105,,,,30205,,,,1,,,,1,,,,biàn,,,,,,,,,,,,,,,,,,,
100160,咒,1,38,670.31,179.05,-0.572,0.574,5.00,1,8,379,11.30,162,8,,,,7,,,,1840,,,,2,,,,1,,,,zhòu,,,,,,,,,,,,,,,,,,,
100161,咔,1,36,953.44,319.59,0.288,0.830,10.00,1,8,78,2.33,29,8,,,,1,,,,132,,,,1,,,,1,,,,kǎ,,,,,,,,,,,,,,,,,,,
100162,国,1,41,663.93,201.58,-0.547,0.703,0.00,1,8,904,26.95,507,8,,,,228,,,,40712,,,,3,,,,1,,,,guó,,,,,,,,,,,,,,,,,,,
100163,坡,1,37,797.04,218.80,-0.045,0.698,7.50,1,8,159,4.74,103,8,,,,18,,,,510,,,,2,,,,1,,,,pō,,,,,,,,,,,,,,,,,,,
100164,奇,1,39,777.67,388.06,-0.271,0.937,0.00,1,8,1425,42.48,598,8,,,,54,,,,17952,,,,5,,,,2,,,,qí,jī,,,,,,,,,,,,,,,,,,
100165,妮,1,35,809.15,228.68,-0.132,0.612,12.50,1,8,1190,35.47,219,8,,,,0,,,,4937,,,,1,,,,1,,,,nī,,,,,,,,,,,,,,,,,,,
100166,妾,1,39,817.34,367.73,-0.159,0.866,2.50,1,8,43,1.28,19,8,,,,2,,,,49,,,,2,,,,1,,,,qiè,,,,,,,,,,,,,,,,,,,
100167,姊,1,30,871.58,187.13,0.054,0.485,24.39,1,7,63,1.88,21,7,,,,3,,,,144,,,,1,,,,1,,,,zǐ,,,,,,,,,,,,,,,,,,,
100168,姓,1,41,666.69,194.40,-0.557,0.594,0.00,1,8,999,29.78,641,8,,,,15,,,,1997,,,,2,,,,1,,,,xìng,,,,,,,,,,,,,,,,,,,
100169,官,1,40,718.38,208.58,-0.317,0.756,0.00,1,8,1764,52.58,729,8,,,,91,,,,21405,,,,4,,,,1,,,,guān,,,,,,,,,,,,,,,,,,,
100170,宜,1,41,766.99,276.60,-0.202,0.829,2.38,1,8,74,2.21,38,8,,,,18,,,,1454,,,,4,,,,1,,,,yí,,,,,,,,,,,,,,,,,,,
100171,屈,1,40,770.62,234.16,-0.276,0.772,4.76,1,8,131,3.91,102,8,,,,24,,,,765,,,,5,,,,1,,,,qū,,,,,,,,,,,,,,,,,,,
100172,岭,1,37,830.33,264.15,-0.058,0.692,7.50,1,8,57,1.70,24,8,,,,8,,,,104,,,,3,,,,2,,,,lǐng,líng,,,,,,,,,,,,,,,,,,
100173,幸,1,39,776.19,326.30,-0.217,0.912,2.50,1,8,590,17.59,356,8,,,,22,,,,13109,,,,7,,,,1,,,,xìng,,,,,,,,,,,,,,,,,,,
100174,庙,1,40,667.47,212.35,-0.557,0.588,2.44,1,8,97,2.89,49,8,,,,9,,,,298,,,,3,,,,1,,,,miào,,,,,,,,,,,,,,,,,,,
100175,往,1,39,692.32,204.36,-0.434,0.745,2.50,1,8,6083,181.33,2964,8,,,,50,,,,11516,,,,3,,,,1,,,,wǎng,,,,,,,,,,,,,,,,,,,
100176,戾,1,34,931.04,245.28,0.307,0.825,12.82,1,8,2,0.06,2,8,,,,2,,,,22,,,,3,,,,1,,,,lì,,,,,,,,,,,,,,,,,,,
100177,所,1,39,712.06,228.91,-0.433,0.712,2.50,1,8,19715,587.69,5175,8,,,,135,,,,100444,,,,6,,,,1,,,,suǒ,,,,,,,,,,,,,,,,,,,
100178,承,1,40,738.15,237.01,-0.405,0.654,0.00,1,8,56,1.67,50,8,,,,40,,,,8322,,,,6,,,,1,,,,chéng,,,,,,,,,,,,,,,,,,,
100179,抷,1,14,1184.94,562.02,0.791,1.363,65.85,1,8,2,0.06,1,8,,,,0,,,,2,,,,2,,,,2,,,,pī,pēi,,,,,,,,,,,,,,,,,,
100180,抺,1,29,982.95,425.92,0.472,1.171,29.27,1,8,1,0.03,1,8,,,,0,,,,1,,,,1,,,,1,,,,mèi,,,,,,,,,,,,,,,,,,,
100181,押,1,38,709.09,191.83,-0.404,0.660,5.00,1,8,476,14.19,281,8,,,,21,,,,1557,,,,6,,,,1,,,,yā,,,,,,,,,,,,,,,,,,,
100182,抽,1,41,761.29,327.42,-0.240,1.014,2.38,1,8,2054,61.23,1174,8,,,,29,,,,4423,,,,8,,,,1,,,,chōu,,,,,,,,,,,,,,,,,,,
100183,抿,1,27,996.15,246.88,0.403,0.773,35.71,1,8,14,0.42,10,8,,,,0,,,,14,,,,4,,,,1,,,,mǐn,,,,,,,,,,,,,,,,,,,
100184,拄,1,7,1024.74,256.64,0.697,1.049,82.50,1,8,29,0.86,26,8,,,,1,,,,30,,,,2,,,,1,,,,zhǔ,,,,,,,,,,,,,,,,,,,
100185,拆,1,40,698.54,235.96,-0.470,0.687,0.00,1,8,744,22.18,522,8,,,,14,,,,1243,,,,4,,,,2,,,,chāi,cā,,,,,,,,,,,,,,,,,,
100186,拌,1,35,835.52,241.19,0.102,0.782,14.63,1,8,112,3.34,69,8,,,,7,,,,317,,,,4,,,,2,,,,bàn,pàn,,,,,,,,,,,,,,,,,,
100187,拐,1,39,725.51,361.78,-0.359,0.947,2.50,1,8,254,7.57,197,8,,,,13,,,,879,,,,4,,,,1,,,,guǎi,,,,,,,,,,,,,,,,,,,
100188,拔,1,37,851.87,279.14,0.044,0.817,5.13,1,8,787,23.46,517,8,,,,25,,,,1529,,,,7,,,,1,,,,bá,,,,,,,,,,,,,,,,,,,
100189,拘,1,33,764.32,274.21,-0.336,0.552,17.50,1,8,10,0.30,9,8,,,,15,,,,1058,,,,4,,,,2,,,,jū,gōu,,,,,,,,,,,,,,,,,,
100190,拙,1,38,828.04,308.02,-0.176,0.659,5.00,1,8,15,0.45,14,8,,,,5,,,,233,,,,2,,,,1,,,,zhuō,,,,,,,,,,,,,,,,,,,
100191,於,1,30,1115.90,409.60,0.892,1.083,26.83,1,8,258,7.69,37,8,,,,0,,,,258,,,,16,,,,2,,,,yú,wū,,,,,,,,,,,,,,,,,,
100192,杰,1,40,726.07,265.99,-0.360,0.797,2.44,1,8,1281,38.19,264,8,,,,6,,,,13140,,,,2,,,,1,,,,jié,,,,,,,,,,,,,,,,,,,
100193,杵,1,30,911.32,233.13,0.210,0.646,25.00,1,8,32,0.95,27,8,,,,1,,,,37,,,,2,,,,1,,,,chǔ,,,,,,,,,,,,,,,,,,,
100194,松,1,41,758.43,302.83,-0.244,0.979,2.38,1,8,899,26.80,623,8,,,,54,,,,9051,,,,5,,,,1,,,,sōng,,,,,,,,,,,,,,,,,,,
100195,枣,1,42,712.10,202.15,-0.465,0.619,0.00,1,8,10,0.30,6,8,,,,6,,,,25,,,,1,,,,1,,,,zǎo,,,,,,,,,,,,,,,,,,,
100196,氛,1,38,819.00,349.45,0.001,1.283,5.00,1,8,6,0.18,4,8,,,,2,,,,741,,,,1,,,,1,,,,fēn,,,,,,,,,,,,,,,,,,,
100197,沱,1,31,1001.92,368.63,0.479,1.110,22.50,1,8,6,0.18,4,8,,,,1,,,,10,,,,1,,,,1,,,,tuó,,,,,,,,,,,,,,,,,,,
100198,油,1,41,624.85,159.44,-0.696,0.521,0.00,1,8,1478,44.06,879,8,,,,167,,,,10553,,,,4,,,,1,,,,yóu,,,,,,,,,,,,,,,,,,,
100199,沿,1,37,765.18,259.21,-0.232,0.696,7.50,1,8,178,5.31,160,8,,,,15,,,,877,,,,4,,,,1,,,,yán,,,,,,,,,,,,,,,,,,,
100200,泠,1,13,927.91,509.19,0.293,1.383,66.67,1,8,3,0.09,2,8,,,,0,,,,3,,,,3,,,,1,,,,líng,,,,,,,,,,,,,,,,,,,
100201,泡,1,37,666.82,207.50,-0.554,0.734,7.50,1,8,1103,32.88,771,8,,,,28,,,,2747,,,,8,,,,2,,,,pào,pāo,,,,,,,,,,,,,,,,,,
100202,泥,1,39,733.93,347.47,-0.447,1.035,2.50,1,8,492,14.67,357,8,,,,42,,,,1472,,,,4,,,,2,,,,ní,nì,,,,,,,,,,,,,,,,,,
100203,泪,1,38,627.61,162.32,-0.647,0.558,7.32,1,8,167,4.98,125,8,,,,28,,,,1268,,,,1,,,,1,,,,lèi,,,,,,,,,,,,,,,,,,,
100204,泱,1,27,991.77,309.62,0.548,1.115,34.15,1,8,2,0.06,2,8,,,,0,,,,6,,,,1,,,,1,,,,yāng,,,,,,,,,,,,,,,,,,,
100205,炊,1,34,948.68,421.02,0.275,1.098,15.00,1,8,1,0.03,1,8,,,,6,,,,27,,,,1,,,,1,,,,chuī,,,,,,,,,,,,,,,,,,,
100206,炒,1,39,714.61,199.12,-0.417,0.601,7.14,1,8,1449,43.19,681,8,,,,11,,,,1708,,,,2,,,,1,,,,chǎo,,,,,,,,,,,,,,,,,,,
100207,炔,1,21,1256.06,448.64,1.057,1.151,50.00,1,8,1,0.03,1,8,,,,1,,,,8,,,,1,,,,1,,,,quē,,,,,,,,,,,,,,,,,,,
100208,爸,1,40,628.74,214.25,-0.719,0.776,0.00,1,8,9154,272.87,2424,8,,,,4,,,,53025,,,,1,,,,1,,,,bà,,,,,,,,,,,,,,,,,,,
100209,版,1,39,694.84,203.46,-0.483,0.582,2.50,1,8,950,28.32,695,8,,,,57,,,,2708,,,,5,,,,1,,,,bǎn,,,,,,,,,,,,,,,,,,,
100210,狗,1,40,650.89,254.52,-0.562,1.024,2.44,1,8,11808,351.99,2627,8,,,,39,,,,13978,,,,1,,,,1,,,,gǒu,,,,,,,,,,,,,,,,,,,
100211,玩,1,40,635.22,307.52,-0.688,0.639,0.00,1,8,13033,388.51,4171,8,,,,31,,,,28964,,,,5,,,,1,,,,wán,,,,,,,,,,,,,,,,,,,
100212,疝,1,17,1146.52,428.00,0.796,0.920,56.41,1,8,17,0.51,16,8,,,,1,,,,67,,,,1,,,,1,,,,shàn,,,,,,,,,,,,,,,,,,,
100213,知,1,39,682.59,306.88,-0.504,1.099,2.50,1,8,3687,109.91,2275,8,,,,100,,,,211542,,,,7,,,,2,,,,zhī,zhì,,,,,,,,,,,,,,,,,,
100214,祥,1,37,856.13,311.24,0.041,0.993,7.50,1,10,48,1.43,10,10,,,,10,,,,369,,,,3,,,,1,,,,xiáng,,,,,,,,,,,,,,,,,,,
100215,秆,1,31,1062.22,441.43,0.675,1.227,24.39,1,8,2,0.06,2,8,,,,2,,,,9,,,,1,,,,1,,,,gǎn,,,,,,,,,,,,,,,,,,,
100216,空,1,39,671.40,212.07,-0.542,0.697,4.88,1,8,2242,66.83,1460,8,,,,176,,,,15517,,,,7,,,,3,,,,kōng,kòng,kǒng,,,,,,,,,,,,,,,,,
100217,缷,1,23,935.24,409.49,0.310,1.192,42.50,1,8,1,0.03,1,8,,,,0,,,,1,,,,1,,,,1,,,,xiè,,,,,,,,,,,,,,,,,,,
100218,肤,1,42,762.54,290.43,-0.243,0.916,0.00,1,8,90,2.68,70,8,,,,10,,,,1874,,,,3,,,,1,,,,fū,,,,,,,,,,,,,,,,,,,
100219,肴,1,37,985.27,364.96,0.446,1.279,11.90,1,8,1,0.03,1,8,,,,3,,,,45,,,,1,,,,1,,,,yáo,,,,,,,,,,,,,,,,,,,
100220,芝,1,38,744.95,324.27,-0.314,1.072,5.00,1,6,26,0.78,16,6,,,,6,,,,1342,,,,2,,,,1,,,,zhī,,,,,,,,,,,,,,,,,,,
100221,芭,1,33,883.46,224.94,0.169,0.661,17.50,1,7,139,4.14,90,7,,,,5,,,,1584,,,,2,,,,1,,,,bā,,,,,,,,,,,,,,,,,,,
100222,芷,1,37,847.80,229.29,0.060,0.666,9.76,1,7,1,0.03,1,7,,,,0,,,,1,,,,1,,,,1,,,,zhǐ,,,,,,,,,,,,,,,,,,,
100223,补,1,38,644.19,154.02,-0.577,0.563,5.00,1,7,488,14.55,366,7,,,,52,,,,3604,,,,3,,,,1,,,,bǔ,,,,,,,,,,,,,,,,,,,
100224,邮,1,38,676.89,224.63,-0.556,0.577,2.56,1,7,284,8.47,207,7,,,,30,,,,2666,,,,4,,,,1,,,,yóu,,,,,,,,,,,,,,,,,,,
100225,邻,1,40,748.18,315.25,-0.329,0.887,0.00,1,7,43,1.28,30,7,,,,20,,,,2127,,,,4,,,,1,,,,lín,,,,,,,,,,,,,,,,,,,
100226,金,1,39,683.41,173.12,-0.554,0.617,2.50,1,8,2449,73.00,1063,8,,,,164,,,,19210,,,,9,,,,1,,,,jīn,,,,,,,,,,,,,,,,,,,
100227,青,1,40,718.13,257.86,-0.380,0.726,2.44,1,8,561,16.72,339,8,,,,70,,,,3107,,,,6,,,,1,,,,qīng,,,,,,,,,,,,,,,,,,,
100228,亟,1,27,1036.02,264.35,0.736,1.026,34.15,1,8,2,0.06,2,8,,,,3,,,,22,,,,2,,,,2,,,,jí,qì,,,,,,,,,,,,,,,,,,
100229,亮,1,38,672.24,236.50,-0.553,0.703,5.00,1,9,1165,34.73,867,9,,,,41,,,,14157,,,,6,,,,1,,,,liàng,,,,,,,,,,,,,,,,,,,
100230,侯,1,36,950.38,327.07,0.368,0.909,14.29,1,9,140,4.17,118,9,,,,4,,,,217,,,,4,,,,2,,,,hóu,hòu,,,,,,,,,,,,,,,,,,
100231,俊,1,41,721.72,177.68,-0.474,0.480,2.38,1,9,82,2.44,36,9,,,,9,,,,927,,,,3,,,,1,,,,jùn,,,,,,,,,,,,,,,,,,,
100232,俞,1,27,1040.06,356.05,0.599,0.955,32.50,1,9,8,0.24,6,9,,,,0,,,,48,,,,6,,,,3,,,,yú,yù,shù,,,,,,,,,,,,,,,,,
100233,俩,1,40,679.70,201.61,-0.517,0.552,0.00,1,9,9037,269.39,3474,9,,,,5,,,,9242,,,,2,,,,2,,,,liǎng,liǎ,,,,,,,,,,,,,,,,,,
100234,俬,1,9,1018.50,300.68,0.861,0.719,78.05,1,9,1,0.03,1,9,,,,0,,,,1,,,,1,,,,1,,,,sī,,,,,,,,,,,,,,,,,,,
100235,冠,1,38,701.85,342.78,-0.425,1.083,5.00,1,9,170,5.07,110,9,,,,28,,,,2997,,,,5,,,,2,,,,guān,guàn,,,,,,,,,,,,,,,,,,
100236,勉,1,37,776.01,326.91,-0.143,1.162,5.13,1,9,4,0.12,4,9,,,,8,,,,310,,,,3,,,,1,,,,miǎn,,,,,,,,,,,,,,,,,,,
100237,叛,1,40,757.04,339.51,-0.340,0.825,0.00,1,9,47,1.40,40,9,,,,17,,,,3045,,,,1,,,,1,,,,pàn,,,,,,,,,,,,,,,,,,,
100238,咧,1,34,863.23,274.54,-0.034,0.730,15.00,1,9,153,4.56,114,9,,,,7,,,,176,,,,4,,,,3,,,,liě,liē,lié,,,,,,,,,,,,,,,,,
100239,咯,1,33,979.93,396.57,0.420,1.052,19.51,1,9,1295,38.60,807,9,,,,5,,,,1474,,,,4,,,,4,,,,kǎ,luò,lo,gē,,,,,,,,,,,,,,,,
100240,咽,1,40,677.92,134.91,-0.484,0.418,2.44,1,9,122,3.64,103,9,,,,9,,,,340,,,,3,,,,3,,,,yān,yàn,yè,,,,,,,,,,,,,,,,,
100241,哈,1,38,697.08,141.46,-0.440,0.441,5.00,1,9,5460,162.76,2178,9,,,,38,,,,16487,,,,6,,,,3,,,,hā,hǎ,hà,,,,,,,,,,,,,,,,,
100242,哞,1,33,1049.40,451.24,0.699,1.210,21.43,1,9,40,1.19,15,9,,,,0,,,,46,,,,1,,,,1,,,,mōu,,,,,,,,,,,,,,,,,,,
100243,型,1,41,644.79,99.81,-0.672,0.342,2.38,1,9,1604,47.81,984,9,,,,56,,,,7502,,,,2,,,,1,,,,xíng,,,,,,,,,,,,,,,,,,,
100244,垢,1,33,891.30,258.52,0.183,0.873,17.50,1,9,19,0.57,9,9,,,,8,,,,70,,,,2,,,,1,,,,gòu,,,,,,,,,,,,,,,,,,,
100245,垮,1,31,949.40,328.32,0.440,1.204,22.50,1,9,384,11.45,287,9,,,,10,,,,690,,,,2,,,,1,,,,kuǎ,,,,,,,,,,,,,,,,,,,
100246,契,1,39,863.32,434.25,0.202,1.432,4.88,1,9,116,3.46,54,9,,,,8,,,,828,,,,7,,,,3,,,,qì,qiè,xiè,,,,,,,,,,,,,,,,,
100247,沁,1,34,773.66,181.73,-0.163,0.462,15.00,1,7,4,0.12,4,7,,,,1,,,,9,,,,4,,,,1,,,,qìn,,,,,,,,,,,,,,,,,,,
100248,姝,1,28,907.34,247.91,0.327,0.740,28.21,1,9,3,0.09,3,9,,,,0,,,,3,,,,3,,,,1,,,,shū,,,,,,,,,,,,,,,,,,,
100249,姫,1,27,884.91,307.20,0.020,0.786,32.50,1,9,1,0.03,1,9,,,,0,,,,1,,,,1,,,,1,,,,zhěn,,,,,,,,,,,,,,,,,,,
100250,窟,1,38,1071.10,497.78,0.550,1.175,5.00,1,9,231,4.93,159,9,,,,7,,,,231,,,,2,,,,1,,,,kū,,,,,,,,,,,,,,,,,,,
100251,峡,1,37,837.59,311.01,0.013,0.862,9.76,1,9,6,0.18,4,9,,,,4,,,,421,,,,2,,,,1,,,,xiá,,,,,,,,,,,,,,,,,,,
100252,幽,1,41,771.32,313.62,-0.172,1.106,0.00,1,9,83,2.47,60,9,,,,19,,,,1608,,,,6,,,,1,,,,yōu,,,,,,,,,,,,,,,,,,,
100253,沓,1,33,880.66,185.22,0.070,0.500,17.50,1,8,14,0.42,12,8,,,,2,,,,36,,,,5,,,,2,,,,tà,dá,,,,,,,,,,,,,,,,,,
100254,恒,1,42,731.91,183.27,-0.279,0.645,0.00,1,9,9,0.27,7,9,,,,13,,,,627,,,,3,,,,1,,,,héng,,,,,,,,,,,,,,,,,,,
100255,恤,1,34,844.87,164.71,-0.067,0.601,19.05,1,9,465,13.86,300,9,,,,6,,,,598,,,,3,,,,1,,,,xù,,,,,,,,,,,,,,,,,,,
100256,恨,1,40,677.61,165.52,-0.526,0.538,0.00,1,9,3077,91.72,1680,9,,,,21,,,,4848,,,,2,,,,1,,,,hèn,,,,,,,,,,,,,,,,,,,
100257,扁,1,39,841.11,347.31,-0.019,1.073,2.50,1,9,549,16.37,374,9,,,,8,,,,641,,,,3,,,,2,,,,biǎn,piān,,,,,,,,,,,,,,,,,,
100258,拭,1,34,983.40,342.77,0.583,1.278,17.07,1,9,25,0.75,19,9,,,,2,,,,170,,,,1,,,,1,,,,shì,,,,,,,,,,,,,,,,,,,
100259,拯,1,35,805.08,314.97,-0.122,0.818,12.50,1,9,3,0.09,3,9,,,,1,,,,2317,,,,1,,,,1,,,,zhěng,,,,,,,,,,,,,,,,,,,
100260,拱,1,35,797.59,299.59,-0.223,0.670,10.26,1,9,55,1.64,36,9,,,,6,,,,148,,,,6,,,,1,,,,gǒng,,,,,,,,,,,,,,,,,,,
100261,拷,1,37,804.13,290.24,-0.152,0.758,7.50,1,9,120,3.58,98,9,,,,3,,,,509,,,,1,,,,1,,,,kǎo,,,,,,,,,,,,,,,,,,,
100262,挂,1,40,747.71,341.37,-0.397,0.966,0.00,1,9,3463,103.23,2075,9,,,,38,,,,3913,,,,7,,,,1,,,,guà,,,,,,,,,,,,,,,,,,,
100263,挌,1,5,814.37,349.06,0.044,1.046,87.80,1,9,2,0.06,1,9,,,,0,,,,2,,,,1,,,,1,,,,gé,,,,,,,,,,,,,,,,,,,
100264,故,1,38,682.61,203.32,-0.503,0.599,7.32,1,9,127,3.79,114,9,,,,49,,,,11435,,,,8,,,,1,,,,gù,,,,,,,,,,,,,,,,,,,
100265,昱,1,24,1085.82,413.49,0.769,1.254,40.00,1,9,11,0.33,1,9,,,,0,,,,21,,,,2,,,,1,,,,yù,,,,,,,,,,,,,,,,,,,
100266,昴,1,10,1165.51,472.12,1.119,1.563,76.19,1,9,4,0.12,4,9,,,,0,,,,4,,,,1,,,,1,,,,mǎo,,,,,,,,,,,,,,,,,,,
100267,枰,1,21,1055.19,335.23,0.752,1.079,50.00,1,9,1,0.03,1,9,,,,0,,,,1,,,,1,,,,1,,,,píng,,,,,,,,,,,,,,,,,,,
100268,柑,1,35,819.75,230.87,-0.085,0.623,12.50,1,9,6,0.18,6,9,,,,4,,,,43,,,,1,,,,1,,,,gān,,,,,,,,,,,,,,,,,,,
100269,柚,1,37,886.32,263.90,0.141,0.829,7.50,1,9,23,0.69,15,9,,,,2,,,,56,,,,2,,,,2,,,,yòu,yóu,,,,,,,,,,,,,,,,,,
100270,柩,1,28,1006.35,342.79,0.693,1.190,31.71,1,9,2,0.06,2,9,,,,2,,,,15,,,,1,,,,1,,,,jiù,,,,,,,,,,,,,,,,,,,
100271,树,1,40,599.75,180.50,-0.754,0.460,0.00,1,9,2150,64.09,969,9,,,,92,,,,4925,,,,5,,,,1,,,,shù,,,,,,,,,,,,,,,,,,,
100272,毒,1,39,705.62,327.63,-0.341,1.255,0.00,1,9,1384,41.26,751,9,,,,84,,,,12056,,,,5,,,,2,,,,dú,dài,,,,,,,,,,,,,,,,,,
100273,氟,1,38,921.68,284.68,0.233,0.993,5.00,1,9,54,1.61,37,9,,,,2,,,,80,,,,1,,,,1,,,,fú,,,,,,,,,,,,,,,,,,,
100274,洙,1,18,1191.83,515.85,1.064,1.538,55.00,1,9,34,1.01,4,9,,,,0,,,,262,,,,1,,,,1,,,,zhū,,,,,,,,,,,,,,,,,,,
100275,酣,1,34,968.84,274.39,0.399,0.610,17.07,1,12,2,0.06,2,12,,,,7,,,,20,,,,3,,,,1,,,,hān,,,,,,,,,,,,,,,,,,,
100276,洽,1,29,895.13,337.67,0.260,1.056,29.27,1,9,16,0.48,8,9,,,,4,,,,189,,,,4,,,,1,,,,qià,,,,,,,,,,,,,,,,,,,
100277,流,1,38,746.35,341.70,-0.361,0.805,5.00,1,10,1683,50.17,1190,10,,,,186,,,,11946,,,,9,,,,1,,,,liú,,,,,,,,,,,,,,,,,,,
100278,炭,1,40,736.18,345.85,-0.383,0.823,4.76,1,9,59,1.76,42,9,,,,18,,,,236,,,,3,,,,1,,,,tàn,,,,,,,,,,,,,,,,,,,
100279,炯,1,35,963.09,384.22,0.285,1.209,16.67,1,9,5,0.15,2,9,,,,4,,,,83,,,,1,,,,1,,,,jiǒng,,,,,,,,,,,,,,,,,,,
100280,炳,1,35,919.72,329.91,0.220,0.955,12.50,1,9,2,0.06,2,9,,,,1,,,,152,,,,2,,,,1,,,,bǐng,,,,,,,,,,,,,,,,,,,
100281,炷,1,7,1189.45,387.44,0.901,0.673,82.50,1,9,4,0.12,3,9,,,,0,,,,4,,,,3,,,,1,,,,zhù,,,,,,,,,,,,,,,,,,,
100282,炽,1,37,862.36,261.00,0.264,1.133,9.76,1,9,12,0.36,10,9,,,,3,,,,51,,,,1,,,,1,,,,chì,,,,,,,,,,,,,,,,,,,
100283,玲,1,35,757.62,395.57,-0.232,1.492,12.50,1,9,75,2.24,8,9,,,,3,,,,190,,,,1,,,,1,,,,líng,,,,,,,,,,,,,,,,,,,
100284,珀,1,33,901.33,293.49,0.211,0.934,15.38,1,9,350,10.43,80,9,,,,1,,,,661,,,,1,,,,1,,,,pò,,,,,,,,,,,,,,,,,,,
100285,珈,1,26,1039.90,453.13,0.563,1.339,35.00,1,9,83,2.47,56,9,,,,0,,,,83,,,,1,,,,1,,,,jiā,,,,,,,,,,,,,,,,,,,
100286,珐,1,9,1183.94,498.36,0.983,1.116,77.50,1,9,2,0.06,1,9,,,,2,,,,7,,,,1,,,,1,,,,fà,,,,,,,,,,,,,,,,,,,
100287,疫,1,40,756.71,258.34,-0.245,0.820,2.44,1,9,16,0.48,12,9,,,,14,,,,883,,,,1,,,,1,,,,yì,,,,,,,,,,,,,,,,,,,
100288,癸,1,29,1009.41,319.15,0.562,0.819,29.27,1,9,1,0.03,1,9,,,,1,,,,2,,,,2,,,,1,,,,guǐ,,,,,,,,,,,,,,,,,,,
100289,盆,1,38,744.45,203.54,-0.364,0.588,5.00,1,9,211,6.29,157,9,,,,18,,,,581,,,,2,,,,1,,,,pén,,,,,,,,,,,,,,,,,,,
100290,相,1,41,858.72,415.15,0.092,1.391,2.38,1,9,1678,50.02,1188,9,,,,199,,,,47856,,,,13,,,,2,,,,xiāng,xiàng,,,,,,,,,,,,,,,,,,
100291,盼,1,41,710.42,259.43,-0.506,0.729,2.38,1,9,218,6.50,180,9,,,,9,,,,600,,,,3,,,,1,,,,pàn,,,,,,,,,,,,,,,,,,,
100292,眉,1,38,800.19,270.02,-0.148,0.892,5.00,1,9,224,6.68,174,9,,,,28,,,,726,,,,2,,,,1,,,,méi,,,,,,,,,,,,,,,,,,,
100293,砂,1,38,781.07,237.28,-0.178,0.680,5.00,1,9,49,1.46,31,9,,,,15,,,,141,,,,1,,,,1,,,,shā,,,,,,,,,,,,,,,,,,,
100294,砜,1,3,879.29,263.44,0.290,0.602,92.68,1,9,2,0.06,2,9,,,,0,,,,2,,,,1,,,,1,,,,fēng,,,,,,,,,,,,,,,,,,,
100295,祇,1,26,998.81,319.45,0.618,0.986,35.00,1,8,4,0.12,4,8,,,,0,,,,4,,,,4,,,,2,,,,zhǐ,qí,,,,,,,,,,,,,,,,,,
100296,禹,1,35,858.91,288.15,0.094,0.967,10.26,1,9,4,0.12,2,9,,,,0,,,,4,,,,2,,,,1,,,,yǔ,,,,,,,,,,,,,,,,,,,
100297,窃,1,39,650.76,143.19,-0.609,0.412,2.50,1,9,245,7.30,168,9,,,,17,,,,1839,,,,4,,,,1,,,,qiè,,,,,,,,,,,,,,,,,,,
